Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","main","SteppingVerbose::SteppingVerbose",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","TrackingAction::PostUserTrackingAction","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","TrackingAction::PreUserTrackingAction","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","mainCRTStartup","mainCRTStartup",1,100.00,0.04,"367,613.27",152.30,"Hadr04.exe",
"Callee","mainCRTStartup","__security_init_cookie",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","mainCRTStartup","__tmainCRTStartup",1,99.96,0.00,"367,460.96",0.13,"Hadr04.exe",
"Root","memmove","memmove",10,0.00,0.00,0.00,0.00,"MSVCR120.dll",
"Caller","memmove","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","memmove","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","NeutronHPMessenger::`scalar deleting destructor'","NeutronHPMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","NeutronHPMessenger::`scalar deleting destructor'","NeutronHPphysics::~NeutronHPphysics",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","NeutronHPMessenger::`scalar deleting destructor'","NeutronHPMessenger::~NeutronHPMessenger",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","NeutronHPMessenger::~NeutronHPMessenger","NeutronHPMessenger::~NeutronHPMessenger",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","NeutronHPMessenger::~NeutronHPMessenger","NeutronHPMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","NeutronHPMessenger::~NeutronHPMessenger","[G4intercoms.dll]",2,0.00,0.00,0.00,0.00,"G4intercoms.dll",
"Root","NeutronHPMessenger::NeutronHPMessenger","NeutronHPMessenger::NeutronHPMessenger",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Caller","NeutronHPMessenger::NeutronHPMessenger","NeutronHPphysics::NeutronHPphysics",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","NeutronHPMessenger::NeutronHPMessenger","G4UIcommand::SetGuidance",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","NeutronHPMessenger::SetNewValue","NeutronHPMessenger::SetNewValue",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","NeutronHPMessenger::SetNewValue","main",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","NeutronHPphysics::`scalar deleting destructor'","NeutronHPphysics::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","NeutronHPphysics::`scalar deleting destructor'","??1G4VModularPhysicsList@@UAE@XZ",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","NeutronHPphysics::`scalar deleting destructor'","NeutronHPphysics::~NeutronHPphysics",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","NeutronHPphysics::~NeutronHPphysics","NeutronHPphysics::~NeutronHPphysics",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","NeutronHPphysics::~NeutronHPphysics","NeutronHPphysics::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","NeutronHPphysics::~NeutronHPphysics","NeutronHPMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","NeutronHPphysics::ConstructProcess","NeutronHPphysics::ConstructProcess",1,0.08,0.08,278.16,278.15,"Hadr04.exe",
"Caller","NeutronHPphysics::ConstructProcess","main",1,0.08,0.08,278.16,278.15,"Hadr04.exe",
"Callee","NeutronHPphysics::ConstructProcess","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","NeutronHPphysics::ConstructProcess","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","NeutronHPphysics::NeutronHPphysics","NeutronHPphysics::NeutronHPphysics",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Caller","NeutronHPphysics::NeutronHPphysics","PhysicsList::PhysicsList",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","NeutronHPphysics::NeutronHPphysics","NeutronHPMessenger::NeutronHPMessenger",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Root","PhysicsList::`scalar deleting destructor'","PhysicsList::`scalar deleting destructor'",1,0.00,0.00,1.02,1.01,"Hadr04.exe",
"Caller","PhysicsList::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,1.02,1.01,"G4run.dll",
"Callee","PhysicsList::`scalar deleting destructor'","PhysicsList::~PhysicsList",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","PhysicsList::~PhysicsList","PhysicsList::~PhysicsList",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","PhysicsList::~PhysicsList","PhysicsList::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","PhysicsList::~PhysicsList","??1G4VModularPhysicsList@@UAE@XZ",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","PhysicsList::ConstructParticle","PhysicsList::ConstructParticle",1,0.00,0.00,2.62,2.62,"Hadr04.exe",
"Caller","PhysicsList::ConstructParticle","?SetUserInitialization@G4RunManager@@UAEXPAVG4VUserPhysicsList@@@Z",1,0.00,0.00,2.62,2.62,"G4run.dll",
"Root","PhysicsList::PhysicsList","PhysicsList::PhysicsList",1,0.00,0.00,0.16,0.14,"Hadr04.exe",
"Caller","PhysicsList::PhysicsList","main",1,0.00,0.00,0.16,0.14,"Hadr04.exe",
"Callee","PhysicsList::PhysicsList","NeutronHPphysics::NeutronHPphysics",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","PhysicsList::PhysicsList","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","PhysicsList::SetCuts","PhysicsList::SetCuts",1,0.00,0.00,0.02,0.02,"Hadr04.exe",
"Caller","PhysicsList::SetCuts","main",1,0.00,0.00,0.02,0.02,"Hadr04.exe",
"Callee","PhysicsList::SetCuts","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","pre_c_init","pre_c_init",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","pre_c_init","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","pre_c_init","__set_app_type",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
"Callee","pre_c_init","_RTC_Initialize",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","pre_c_init","_setdefaultprecision",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","pre_c_init","RtlEncodePointer",1,0.00,0.00,0.00,0.00,"ntdll.dll",
"Root","pre_cpp_init","pre_cpp_init",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","pre_cpp_init","__tmainCRTStartup",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","pre_cpp_init","__getmainargs",1,0.00,0.00,0.01,0.01,"MSVCR120.dll",
"Callee","pre_cpp_init","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","PrimaryGeneratorAction::`scalar deleting destructor'","PrimaryGeneratorAction::`scalar deleting destructor'",1,0.00,0.00,0.03,0.00,"Hadr04.exe",
"Caller","PrimaryGeneratorAction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.03,0.00,"G4run.dll",
"Callee","PrimaryGeneratorAction::`scalar deleting destructor'","PrimaryGeneratorAction::~PrimaryGeneratorAction",1,0.00,0.00,0.03,0.00,"Hadr04.exe",
"Root","PrimaryGeneratorAction::~PrimaryGeneratorAction","PrimaryGeneratorAction::~PrimaryGeneratorAction",1,0.00,0.00,0.03,0.00,"Hadr04.exe",
"Caller","PrimaryGeneratorAction::~PrimaryGeneratorAction","PrimaryGeneratorAction::`scalar deleting destructor'",1,0.00,0.00,0.03,0.00,"Hadr04.exe",
"Callee","PrimaryGeneratorAction::~PrimaryGeneratorAction","[G4event.dll]",1,0.00,0.00,0.03,0.03,"G4event.dll",
"Root","PrimaryGeneratorAction::GeneratePrimaries","PrimaryGeneratorAction::GeneratePrimaries","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","PrimaryGeneratorAction::GeneratePrimaries","main","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","PrimaryGeneratorAction::GeneratePrimaries","?flat@RanecuEngine@CLHEP@@UAENXZ","4,000",0.00,0.00,0.00,0.00,"G4clhep.dll",
"Callee","PrimaryGeneratorAction::GeneratePrimaries","?GeneratePrimaryVertex@G4ParticleGun@@UAEXPAVG4Event@@@Z","2,000",0.00,0.00,0.00,0.00,"G4event.dll",
"Callee","PrimaryGeneratorAction::GeneratePrimaries","CLHEP::Hep3Vector::unit","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","PrimaryGeneratorAction::PrimaryGeneratorAction","PrimaryGeneratorAction::PrimaryGeneratorAction",1,0.00,0.00,0.13,0.13,"Hadr04.exe",
"Caller","PrimaryGeneratorAction::PrimaryGeneratorAction","ActionInitialization::Build",1,0.00,0.00,0.13,0.13,"Hadr04.exe",
"Callee","PrimaryGeneratorAction::PrimaryGeneratorAction","CLHEP::Hep3Vector::unit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","PrimaryGeneratorAction::PrimaryGeneratorAction","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","RtlDecodePointer","RtlDecodePointer",46,0.00,0.00,0.00,0.00,"ntdll.dll",
"Caller","RtlDecodePointer","_onexit",46,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","RtlEncodePointer","RtlEncodePointer",1,0.00,0.00,0.00,0.00,"ntdll.dll",
"Caller","RtlEncodePointer","pre_c_init",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::`scalar deleting destructor'","Run::`scalar deleting destructor'",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","Run::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.00,0.00,"G4run.dll",
"Callee","Run::`scalar deleting destructor'","Run::~Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::~Run","Run::~Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","Run::~Run","Run::`scalar deleting destructor'",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::~Run","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::~Run","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::CountProcesses","Run::CountProcesses","425,181",0.03,0.01,0.00,0.00,"Hadr04.exe",
"Caller","Run::CountProcesses","SteppingAction::UserSteppingAction","425,181",0.03,0.01,0.00,0.00,"Hadr04.exe",
"Callee","Run::CountProcesses","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::CountProcesses","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::CountProcesses","std::char_traits<char>::compare","425,178",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::CountProcesses","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","425,181",0.01,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::EndOfRun","Run::EndOfRun",1,0.01,0.00,33.57,0.12,"Hadr04.exe",
"Caller","Run::EndOfRun","RunAction::EndOfRunAction",1,0.01,0.00,33.57,0.12,"Hadr04.exe",
"Callee","Run::EndOfRun","??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z",13,0.01,0.00,2.56,0.00,"MSVCP120.dll",
"Callee","Run::EndOfRun","??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z",12,0.00,0.00,0.01,0.01,"MSVCP120.dll",
"Callee","Run::EndOfRun","??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@N@Z",3,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","Run::EndOfRun","?precision@ios_base@std@@QAE_J_J@Z",1,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","Run::EndOfRun","?setw@std@@YA?AU?$_Smanip@_J@1@_J@Z",24,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","Run::EndOfRun","[MSVCP120.dll]",24,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","Run::EndOfRun","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",12,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",33,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::char_traits<char>::compare",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::operator<<<char,std::char_traits<char>,std::allocator<char> >",13,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::EndOfRun","std::operator<<<std::char_traits<char> >",73,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::ParticleCount","Run::ParticleCount","55,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","Run::ParticleCount","StackingAction::ClassifyNewTrack","55,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::ParticleCount","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound","55,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::ParticleCount","std::char_traits<char>::compare","55,309",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::ParticleCount","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::Run","Run::Run",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Caller","Run::Run","RunAction::GenerateRun",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","Run::Run","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > > >::_Buyheadnode",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","Run::Run","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > > >::_Buyheadnode",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::SetPrimary","Run::SetPrimary",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","Run::SetPrimary","RunAction::BeginOfRunAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","Run::SumTrackLength","Run::SumTrackLength","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","Run::SumTrackLength","TrackingAction::PostUserTrackingAction","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","RunAction::`scalar deleting destructor'","RunAction::`scalar deleting destructor'",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Caller","RunAction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.25,0.00,"G4run.dll",
"Callee","RunAction::`scalar deleting destructor'","RunAction::~RunAction",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Root","RunAction::~RunAction","RunAction::~RunAction",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Caller","RunAction::~RunAction","RunAction::`scalar deleting destructor'",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Callee","RunAction::~RunAction","HistoManager::~HistoManager",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Root","RunAction::BeginOfRunAction","RunAction::BeginOfRunAction",1,0.01,0.01,45.61,45.61,"Hadr04.exe",
"Caller","RunAction::BeginOfRunAction","main",1,0.01,0.01,45.61,45.61,"Hadr04.exe",
"Callee","RunAction::BeginOfRunAction","Run::SetPrimary",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","RunAction::BeginOfRunAction","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","RunAction::EndOfRunAction","RunAction::EndOfRunAction",1,0.05,0.04,174.59,141.02,"Hadr04.exe",
"Caller","RunAction::EndOfRunAction","main",1,0.05,0.04,174.59,141.02,"Hadr04.exe",
"Callee","RunAction::EndOfRunAction","Run::EndOfRun",1,0.01,0.00,33.57,0.12,"Hadr04.exe",
"Root","RunAction::GenerateRun","RunAction::GenerateRun",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Caller","RunAction::GenerateRun","main",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","RunAction::GenerateRun","Run::Run",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Root","RunAction::RunAction","RunAction::RunAction",1,0.00,0.00,0.79,0.00,"Hadr04.exe",
"Caller","RunAction::RunAction","ActionInitialization::Build",1,0.00,0.00,0.79,0.00,"Hadr04.exe",
"Callee","RunAction::RunAction","HistoManager::HistoManager",1,0.00,0.00,0.79,0.00,"Hadr04.exe",
"Root","StackingAction::`scalar deleting destructor'","StackingAction::`scalar deleting destructor'",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","StackingAction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.00,0.00,"G4run.dll",
"Root","StackingAction::ClassifyNewTrack","StackingAction::ClassifyNewTrack","57,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","StackingAction::ClassifyNewTrack","main","57,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","StackingAction::ClassifyNewTrack","Run::ParticleCount","55,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","StackingAction::ClassifyNewTrack","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","110,620",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","StackingAction::StackingAction","StackingAction::StackingAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","StackingAction::StackingAction","ActionInitialization::Build",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Destroy_range<std::_Wrap_alloc<std::allocator<yystype> > >","std::_Destroy_range<std::_Wrap_alloc<std::allocator<yystype> > >",4,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Destroy_range<std::_Wrap_alloc<std::allocator<yystype> > >","std::vector<yystype,std::allocator<yystype> >::_Reallocate",4,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Fac_tidy_reg_t::~_Fac_tidy_reg_t","std::_Fac_tidy_reg_t::~_Fac_tidy_reg_t",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Fac_tidy_reg_t::~_Fac_tidy_reg_t","exit",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
"Root","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > > >::_Buyheadnode","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > > >::_Buyheadnode",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > > >::_Buyheadnode","Run::Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > > >::_Buyheadnode","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > > >::_Buyheadnode",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_alloc<0,std::_Tree_base_types<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > > >::_Buyheadnode","Run::Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode0",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode0","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode0",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode0","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode0",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode0","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode0",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode0","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<G4String const ,Run::ParticleData> > >,std::_Iterator_base0>::operator--","std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<G4String const ,Run::ParticleData> > >,std::_Iterator_base0>::operator--",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<G4String const ,Run::ParticleData> > >,std::_Iterator_base0>::operator--","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase","Run::EndOfRun",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
